"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","Event handler payload should not execute: <video><source onerror=""alert(1)"">","WSTG-INPV-02: DOM-based XSS Testing","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","Event Handler Injection","",""
"","8","FIXED: escapeHTML handles all special characters","WSTG-INPV-01: Stored XSS Testing","Tue Dec 16 12:38:06 UTC 2025","passed","Tue Dec 16 12:38:06 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","7","should update cart quantity","AppState","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","cart management","",""
"","9","Document: Recommended window.onerror handler","WSTG-CONF-02: Error Handling Testing","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","Global Error Handling","",""
"","","VULNERABILITY: Fake orders can be injected","WSTG-BUSL-02: Checkout Bypass Testing","Tue Dec 16 12:38:07 UTC 2025","skipped","","","Order History Manipulation","",""
"","19","should return translation for Japanese","UIManager","Tue Dec 16 12:38:06 UTC 2025","passed","Tue Dec 16 12:38:06 UTC 2025","","translation helper","",""
"","4","should have password key in both languages","i18n translation data","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","required keys existence","",""
"","18","Example: JavaScript frame busting code","WSTG-CLNT-02: Clickjacking Testing","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","Remediation Patterns","",""
"As a logged-in user
  I want to manage my todo items
  So that I can keep track of my shopping tasks and notes","3977","Mark todo as complete","","Tue Dec 16 12:40:09 UTC 2025","passed","Tue Dec 16 12:40:13 UTC 2025","","","",""
"","13","should return original name when translation not found","UIManager","Tue Dec 16 12:38:06 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","product name translation","",""
"","5","should have product_added key in both languages","i18n translation data","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","required keys existence","",""
"","","VULNERABILITY: User preferences stored without protection","WSTG-CLNT-01: localStorage Security Testing","Tue Dec 16 12:38:07 UTC 2025","skipped","","","Sensitive Data Exposure","",""
"","6","Example: Session with expiration","WSTG-SESS-01: Session Management Testing","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","Remediation Recommendations","",""
"","11","should have same keys in both languages (excluding product_names)","i18n translation data","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","key consistency","",""
"As a user browsing the product catalog
  I want to search, filter, and sort products
  So that I can find items quickly and efficiently","3064","Search for a product by Japanese name","","Tue Dec 16 12:39:54 UTC 2025","passed","Tue Dec 16 12:39:57 UTC 2025","","","",""
"","5","SQL injection in credentials does not cause errors","WSTG-ATHN-01: Authentication Credentials Testing","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","Credential Validation","",""
"","3","should have shopping_cart key in both languages","i18n translation data","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","required keys existence","",""
"","13","should reject login with incorrect username","AppState","Tue Dec 16 12:38:06 UTC 2025","passed","Tue Dec 16 12:38:06 UTC 2025","","authentication","",""
"","","VULNERABILITY: Non-existent product ID can be added","WSTG-BUSL-01: Cart Manipulation Testing","Tue Dec 16 12:38:07 UTC 2025","skipped","","","Product ID Manipulation","",""
"","9","VULNERABLE: Todo input accepts and stores XSS payload: <svg onload=alert(1)>","WSTG-INPV-01: Stored XSS Testing","Tue Dec 16 12:38:06 UTC 2025","passed","Tue Dec 16 12:38:06 UTC 2025","","Todo/Memo Input - XSS Vectors","",""
"As a user
  I want to log into the ShopTodo application
  So that I can access the dashboard and manage my shopping and todos","4022","Successful login with valid credentials","","Tue Dec 16 12:39:45 UTC 2025","passed","Tue Dec 16 12:39:49 UTC 2025","","","",""
"","9","should save order to localStorage","AppState","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","order management","",""
"","13","should update document language attribute","UIManager","Tue Dec 16 12:38:06 UTC 2025","passed","Tue Dec 16 12:38:06 UTC 2025","","language switching","",""
"","4","should have demo_info key in both languages","i18n translation data","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","required keys existence","",""
"","5","should have sort_name key in both languages","i18n translation data","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","required keys existence","",""
"","15","should have product_names object in both languages","i18n translation data","Tue Dec 16 12:38:07 UTC 2025","passed","Tue Dec 16 12:38:07 UTC 2025","","structure validation","",""
