"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","should have translation for product: スマートフォン","i18n translation data","Tue Dec 16 12:55:25 UTC 2025","passed","Tue Dec 16 12:55:25 UTC 2025","","product names translation","",""
"As a user with accessibility needs
  I want the application to be accessible
  So that I can use it with assistive technologies","4325","Home page should have no critical accessibility violations","","Tue Dec 16 12:56:25 UTC 2025","failed","Tue Dec 16 12:56:30 UTC 2025","","","",""
"","7","should have logout_success key in both languages","i18n translation data","Tue Dec 16 12:55:25 UTC 2025","passed","Tue Dec 16 12:55:25 UTC 2025","","required keys existence","",""
"","30","Data persists across browser sessions","WSTG-CLNT-01: localStorage Security Testing","Tue Dec 16 12:55:24 UTC 2025","passed","Tue Dec 16 12:55:24 UTC 2025","","Data Persistence Risks","",""
"","6","should sort products by name","AppState","Tue Dec 16 12:55:24 UTC 2025","passed","Tue Dec 16 12:55:24 UTC 2025","","product filtering","",""
"","13","should load data from localStorage","AppState","Tue Dec 16 12:55:24 UTC 2025","passed","Tue Dec 16 12:55:24 UTC 2025","","constructor and initialization","",""
"","7","should delete todo item","AppState","Tue Dec 16 12:55:24 UTC 2025","passed","Tue Dec 16 12:55:24 UTC 2025","","todo management","",""
"","8","should add product to cart","AppState","Tue Dec 16 12:55:24 UTC 2025","passed","Tue Dec 16 12:55:24 UTC 2025","","cart management","",""
"","10","VULNERABLE: innerHTML renders todo text without sanitization","WSTG-INPV-01: Stored XSS Testing","Tue Dec 16 12:55:24 UTC 2025","passed","Tue Dec 16 12:55:24 UTC 2025","","Todo/Memo Input - XSS Vectors","",""
"","5","FIXED: escapeHTML handles single quotes","WSTG-INPV-01: Stored XSS Testing","Tue Dec 16 12:55:24 UTC 2025","passed","Tue Dec 16 12:55:24 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","8","Check for debug flags in source code","WSTG-CONF-02: Error Handling Testing","Tue Dec 16 12:55:24 UTC 2025","passed","Tue Dec 16 12:55:24 UTC 2025","","Debug Mode Detection","",""
"","4","should have all_categories key in both languages","i18n translation data","Tue Dec 16 12:55:25 UTC 2025","passed","Tue Dec 16 12:55:25 UTC 2025","","required keys existence","",""
"","8","FIXED: escapeHTML neutralizes XSS payload: <img src=x onerror=alert(1)>","WSTG-INPV-01: Stored XSS Testing","Tue Dec 16 12:55:24 UTC 2025","passed","Tue Dec 16 12:55:24 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","5","should save order to localStorage","AppState","Tue Dec 16 12:55:24 UTC 2025","passed","Tue Dec 16 12:55:24 UTC 2025","","order management","",""
"","6","should filter products by category","AppState","Tue Dec 16 12:55:24 UTC 2025","passed","Tue Dec 16 12:55:24 UTC 2025","","product filtering","",""
"","2","should have add_to_cart key in both languages","i18n translation data","Tue Dec 16 12:55:25 UTC 2025","passed","Tue Dec 16 12:55:25 UTC 2025","","required keys existence","",""
"","5","should have all required category options","i18n translation data","Tue Dec 16 12:55:25 UTC 2025","passed","Tue Dec 16 12:55:25 UTC 2025","","category and sorting options","",""
