"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14","should return translation for Japanese","UIManager","Wed Dec 17 15:07:16 UTC 2025","passed","Wed Dec 17 15:07:16 UTC 2025","","translation helper","",""
"","11","Example: Visual frame detection warning","WSTG-CLNT-02: Clickjacking Testing","Wed Dec 17 15:07:17 UTC 2025","passed","Wed Dec 17 15:07:17 UTC 2025","","Remediation Patterns","",""
"","12","should translate category names","UIManager","Wed Dec 17 15:07:16 UTC 2025","passed","Wed Dec 17 15:07:16 UTC 2025","","category name translation","",""
"","5","SQL injection in credentials does not cause errors","WSTG-ATHN-01: Authentication Credentials Testing","Wed Dec 17 15:07:17 UTC 2025","passed","Wed Dec 17 15:07:17 UTC 2025","","Credential Validation","",""
"","20","Login button could be clickjacked","WSTG-CLNT-02: Clickjacking Testing","Wed Dec 17 15:07:16 UTC 2025","passed","Wed Dec 17 15:07:17 UTC 2025","","Sensitive Actions Vulnerable to Clickjacking","",""
"","7","should have clothing key in both languages","i18n translation data","Wed Dec 17 15:07:17 UTC 2025","passed","Wed Dec 17 15:07:17 UTC 2025","","required keys existence","",""
"","33","Data persists across browser sessions","WSTG-CLNT-01: localStorage Security Testing","Wed Dec 17 15:07:16 UTC 2025","passed","Wed Dec 17 15:07:16 UTC 2025","","Data Persistence Risks","",""
"","12","should have total key in both languages","i18n translation data","Wed Dec 17 15:07:17 UTC 2025","passed","Wed Dec 17 15:07:17 UTC 2025","","required keys existence","",""
"","7","Event handler payload should not execute: <div onmouseover=""alert(1)"">hover me</div>","WSTG-INPV-02: DOM-based XSS Testing","Wed Dec 17 15:07:17 UTC 2025","passed","Wed Dec 17 15:07:17 UTC 2025","","Event Handler Injection","",""
"","","VULNERABILITY: Any JavaScript can modify localStorage","WSTG-CLNT-01: localStorage Security Testing","Wed Dec 17 15:07:16 UTC 2025","skipped","","","Data Tampering Risks","",""
"","6","should calculate cart total correctly","AppState","Wed Dec 17 15:07:16 UTC 2025","passed","Wed Dec 17 15:07:16 UTC 2025","","cart management","",""
"","15","should reject login with incorrect password","AppState","Wed Dec 17 15:07:16 UTC 2025","passed","Wed Dec 17 15:07:16 UTC 2025","","authentication","",""
"As a logged-in user
  I want to manage items in my shopping cart
  So that I can prepare for checkout","2617","Add a product to the cart","","Wed Dec 17 15:08:23 UTC 2025","passed","Wed Dec 17 15:08:26 UTC 2025","","","",""
"","16","should return translation for current language","UIManager","Wed Dec 17 15:07:16 UTC 2025","passed","Wed Dec 17 15:07:16 UTC 2025","","translation helper","",""
"","39","Document: Recommended unhandledrejection handler","WSTG-CONF-02: Error Handling Testing","Wed Dec 17 15:07:16 UTC 2025","passed","Wed Dec 17 15:07:16 UTC 2025","","Global Error Handling","",""
"","20","should remove product from cart","AppState","Wed Dec 17 15:07:16 UTC 2025","passed","Wed Dec 17 15:07:16 UTC 2025","","cart management","",""
"","4","should have footer_text key in both languages","i18n translation data","Wed Dec 17 15:07:17 UTC 2025","passed","Wed Dec 17 15:07:17 UTC 2025","","required keys existence","",""
"","5","localStorage changes affect all tabs","WSTG-CLNT-01: localStorage Security Testing","Wed Dec 17 15:07:16 UTC 2025","passed","Wed Dec 17 15:07:16 UTC 2025","","Cross-Tab Communication Risks","",""
