"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","should return the first product from each category","Recommended Products","Thu Dec 18 11:24:06 UTC 2025","passed","Thu Dec 18 11:24:06 UTC 2025","","getRecommendedProducts","",""
"","7","should translate category names in Japanese","UIManager","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","category name translation","",""
"","7","should return products with required properties","Recommended Products","Thu Dec 18 11:24:06 UTC 2025","passed","Thu Dec 18 11:24:06 UTC 2025","","getRecommendedProducts","",""
"","9","Safe alternative: textContent does not execute scripts","WSTG-INPV-02: DOM-based XSS Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","innerHTML Sink Analysis","",""
"","4","should have books key in both languages","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","required keys existence","",""
"","6","GOOD: Same error for invalid username and invalid password","WSTG-ATHN-01: Authentication Credentials Testing","Thu Dec 18 11:24:06 UTC 2025","passed","Thu Dec 18 11:24:06 UTC 2025","","Account Enumeration","",""
"","8","Search input value is used in filter without sanitization","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 11:24:04 UTC 2025","passed","Thu Dec 18 11:24:04 UTC 2025","","Search Input - XSS Vectors","",""
"","7","should have total key in both languages","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","required keys existence","",""
"","4","Check for verbose console logging","WSTG-CONF-02: Error Handling Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","Debug Mode Detection","",""
"","13","VULNERABLE: Todo input accepts and stores XSS payload: <img src=x onerror=alert(1)>","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 11:24:04 UTC 2025","passed","Thu Dec 18 11:24:04 UTC 2025","","Todo/Memo Input - XSS Vectors","",""
"","3","Empty credentials are rejected","WSTG-ATHN-01: Authentication Credentials Testing","Thu Dec 18 11:24:06 UTC 2025","passed","Thu Dec 18 11:24:06 UTC 2025","","Credential Validation","",""
"","13","should translate category names","UIManager","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","category name translation","",""
"As a user with accessibility needs
  I want the application to be accessible
  So that I can use it with assistive technologies","2390","Login modal should be accessible","","Thu Dec 18 11:25:09 UTC 2025","passed","Thu Dec 18 11:25:11 UTC 2025","","","",""
"As a multilingual user
  I want to switch between English and Japanese
  So that I can use the application in my preferred language","3170","Switch language to English","","Thu Dec 18 11:25:51 UTC 2025","passed","Thu Dec 18 11:25:54 UTC 2025","","","",""
"","5","should return one product from each category","Recommended Products","Thu Dec 18 11:24:06 UTC 2025","passed","Thu Dec 18 11:24:06 UTC 2025","","getRecommendedProducts","",""
"As a user browsing the product catalog
  I want to search, filter, and sort products
  So that I can find items quickly and efficiently","3608","Search for a product by English name","","Thu Dec 18 11:26:21 UTC 2025","passed","Thu Dec 18 11:26:25 UTC 2025","","","",""
"","","VULNERABILITY: All data stored in localStorage persists indefinitely","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 11:24:05 UTC 2025","skipped","","","Data Persistence Risks","",""
"","6","should sort filtered category by name","Category Tab","Thu Dec 18 11:24:06 UTC 2025","passed","Thu Dec 18 11:24:06 UTC 2025","","category with sort combination","",""
"","","VULNERABILITY: No session token - relies on localStorage flag","WSTG-ATHN-02: Password Storage Testing","Thu Dec 18 11:24:05 UTC 2025","skipped","","","Session Token Security","",""
"","","VULNERABILITY: No session token randomness","WSTG-SESS-01: Session Management Testing","Thu Dec 18 11:24:05 UTC 2025","skipped","","","Session Token Analysis","",""
"","8","FIXED: escapeHTML neutralizes XSS payload: <img src=x onerror=alert(1)>","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 11:24:04 UTC 2025","passed","Thu Dec 18 11:24:04 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","6","should delete todo item","AppState","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","todo management","",""
"","20","Cart accessible without authentication","WSTG-BUSL-01: Cart Manipulation Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","Authentication Bypass for Cart","",""
"","10","should have search_placeholder key in both languages","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","required keys existence","",""
"","3","should have translation for product: 掃除機","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","product names translation","",""
"","6","should sort products by price (low to high)","AppState","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","product filtering","",""
"As a logged-in user
  I want to manage my todo items
  So that I can keep track of my shopping tasks and notes","4501","Delete a todo item","","Thu Dec 18 11:26:40 UTC 2025","passed","Thu Dec 18 11:26:44 UTC 2025","","","",""
"","12","should reject login with incorrect username","AppState","Thu Dec 18 11:24:04 UTC 2025","passed","Thu Dec 18 11:24:04 UTC 2025","","authentication","",""
"","6","Example: Secure session token generation","WSTG-SESS-01: Session Management Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","Remediation Recommendations","",""
"","4","Invalid password is rejected","WSTG-ATHN-01: Authentication Credentials Testing","Thu Dec 18 11:24:06 UTC 2025","passed","Thu Dec 18 11:24:06 UTC 2025","","Credential Validation","",""
"","29","GOOD: Logout clears currentUser","WSTG-SESS-01: Session Management Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","Logout Functionality","",""
"","4","should have add_to_cart key in both languages","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","required keys existence","",""
"","5","should have products in all categories","Category Tab","Thu Dec 18 11:24:06 UTC 2025","passed","Thu Dec 18 11:24:06 UTC 2025","","category product counts","",""
"","4","should have shopping_cart key in both languages","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","required keys existence","",""
"","","VULNERABILITY: Session identifier does not change after login","WSTG-SESS-01: Session Management Testing","Thu Dec 18 11:24:05 UTC 2025","skipped","","","Session Fixation","",""
"","14","GOOD: document.write is not used in application","WSTG-INPV-02: DOM-based XSS Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","document.write Sink Analysis","",""
"","8","should have same keys in both languages (excluding product_names)","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","key consistency","",""
"","7","should handle missing category gracefully","Recommended Products","Thu Dec 18 11:24:06 UTC 2025","passed","Thu Dec 18 11:24:06 UTC 2025","","getRecommendedProducts","",""
"As a user visiting the ShopTodo application
  I want to see recommended products from each category
  So that I can quickly discover popular items","821","Recommended section displays 4 products","","Thu Dec 18 11:26:16 UTC 2025","passed","Thu Dec 18 11:26:17 UTC 2025","","","",""
"","17","GOOD: Password is NOT stored in localStorage after login","WSTG-ATHN-02: Password Storage Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","Password in localStorage","",""
"","8","should have consistent message types","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","message consistency","",""
"","4","should have sort_name key in both languages","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","required keys existence","",""
"","13","VULNERABLE: Todo input accepts and stores XSS payload: <svg onload=alert(1)>","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 11:24:04 UTC 2025","passed","Thu Dec 18 11:24:04 UTC 2025","","Todo/Memo Input - XSS Vectors","",""
"","9","should have both ja and en languages","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","structure validation","",""
"","19","Missing localStorage items are handled","WSTG-CONF-02: Error Handling Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","localStorage Error Handling","",""
"","7","FIXED: escapeHTML properly escapes script tags","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 11:24:04 UTC 2025","passed","Thu Dec 18 11:24:04 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","10","Example: Detecting if page is framed","WSTG-CLNT-02: Clickjacking Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","Remediation Patterns","",""
"","23","should load data from localStorage","AppState","Thu Dec 18 11:24:04 UTC 2025","passed","Thu Dec 18 11:24:04 UTC 2025","","constructor and initialization","",""
"","3","should have favorite_memo key in both languages","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","required keys existence","",""
"","9","PARTIAL: User data may persist after logout","WSTG-SESS-01: Session Management Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","Logout Functionality","",""
"","5","FIXED: escapeHTML handles Japanese text","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 11:24:04 UTC 2025","passed","Thu Dec 18 11:24:04 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","3","should have appropriate English translations","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","translation quality","",""
"","8","should not add non-existent product","AppState","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","cart management","",""
"","14","should have English translations for all Japanese product names","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","product names translation","",""
"As a logged-in user
  I want to complete the checkout process
  So that I can place an order and view my order history","8424","View order history after placing order","","Thu Dec 18 11:25:39 UTC 2025","passed","Thu Dec 18 11:25:48 UTC 2025","","","",""
"","5","should have product_removed key in both languages","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","required keys existence","",""
"","9","should combine search and category filters","AppState","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","product filtering","",""
"","6","FIXED: escapeHTML handles all special characters","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 11:24:04 UTC 2025","passed","Thu Dec 18 11:24:04 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","15","Logout is accessible from UI","WSTG-SESS-01: Session Management Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","Logout Functionality","",""
"","","VULNERABILITY: PII can be stored in plaintext localStorage","WSTG-ATHN-02: Password Storage Testing","Thu Dec 18 11:24:05 UTC 2025","skipped","","","Sensitive Data in localStorage","",""
"","12","Document CDN stylesheets SRI status","WSTG-CONF-01: CDN Integrity Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","External Stylesheet Integrity","",""
"As a user browsing the product catalog
  I want to search, filter, and sort products
  So that I can find items quickly and efficiently","3624","Search for a product by Japanese name","","Thu Dec 18 11:26:18 UTC 2025","passed","Thu Dec 18 11:26:21 UTC 2025","","","",""
"","","VULNERABILITY: Negative quantity can be set","WSTG-BUSL-01: Cart Manipulation Testing","Thu Dec 18 11:24:05 UTC 2025","skipped","","","Quantity Manipulation","",""
"","12","should update document language attribute","UIManager","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","language switching","",""
"","","VULNERABILITY: Order total can be set to any value","WSTG-BUSL-02: Checkout Bypass Testing","Thu Dec 18 11:24:05 UTC 2025","skipped","","","Order Total Manipulation","",""
"","9","should calculate cart total correctly","AppState","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","cart management","",""
"","4","should return empty when search term does not match category","Category Tab","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","category with search combination","",""
"","3","should have product_image key in both languages","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","required keys existence","",""
"","3","should show all products when category is empty","Category Tab","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","category filtering","",""
"","","VULNERABILITY: Any JavaScript can modify localStorage","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 11:24:05 UTC 2025","skipped","","","Data Tampering Risks","",""
"","4","should have translation for product: コーヒーメーカー","i18n translation data","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","product names translation","",""
"","10","Order validation function should check all fields","WSTG-BUSL-02: Checkout Bypass Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","Remediation Recommendations","",""
"","5","GOOD: Logout clears currentUser","WSTG-ATHN-02: Password Storage Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","Logout Security","",""
"","13","Session can be hijacked by modifying localStorage","WSTG-ATHN-02: Password Storage Testing","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","Session Token Security","",""
"","12","should preserve existing orders when creating new order","AppState","Thu Dec 18 11:24:05 UTC 2025","passed","Thu Dec 18 11:24:05 UTC 2025","","order management","",""
