"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13","should update active language button","UIManager","Sun Dec 14 17:00:09 UTC 2025","passed","Sun Dec 14 17:00:09 UTC 2025","","language switching","",""
"As a logged-in user
  I want to manage items in my shopping cart
  So that I can prepare for checkout","3340","Add a product to the cart","","Sun Dec 14 17:01:08 UTC 2025","passed","Sun Dec 14 17:01:11 UTC 2025","","","",""
"","5","should have product_added key in both languages","i18n translation data","Sun Dec 14 17:00:10 UTC 2025","passed","Sun Dec 14 17:00:10 UTC 2025","","required keys existence","",""
"","5","should have translation for product: キッチン用品セット","i18n translation data","Sun Dec 14 17:00:10 UTC 2025","passed","Sun Dec 14 17:00:10 UTC 2025","","product names translation","",""
"","3","should have appropriate English translations","i18n translation data","Sun Dec 14 17:00:10 UTC 2025","passed","Sun Dec 14 17:00:10 UTC 2025","","translation quality","",""
"","10","should login with correct credentials","AppState","Sun Dec 14 17:00:09 UTC 2025","passed","Sun Dec 14 17:00:09 UTC 2025","","authentication","",""
"","4","should have search_placeholder key in both languages","i18n translation data","Sun Dec 14 17:00:10 UTC 2025","passed","Sun Dec 14 17:00:10 UTC 2025","","required keys existence","",""
"","28","should return English name when language is English","UIManager","Sun Dec 14 17:00:10 UTC 2025","passed","Sun Dec 14 17:00:10 UTC 2025","","product name translation","",""
"As a logged-in user
  I want to manage my todo items
  So that I can keep track of my shopping tasks and notes","3960","Mark todo as complete","","Sun Dec 14 17:02:03 UTC 2025","passed","Sun Dec 14 17:02:07 UTC 2025","","","",""
"","6","should load orders from localStorage","AppState","Sun Dec 14 17:00:10 UTC 2025","passed","Sun Dec 14 17:00:10 UTC 2025","","order management","",""
"","48","should initialize with AppState","UIManager","Sun Dec 14 17:00:09 UTC 2025","passed","Sun Dec 14 17:00:09 UTC 2025","","constructor","",""
