"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","should have add key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","6","should have books key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","12","should have same keys in both languages (excluding product_names)","i18n translation data","Sun Dec 14 17:36:25 UTC 2025","passed","Sun Dec 14 17:36:25 UTC 2025","","key consistency","",""
"","12","should reject login with incorrect password","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","authentication","",""
"As a logged-in user
  I want to manage items in my shopping cart
  So that I can prepare for checkout","3493","Remove item from cart","","Sun Dec 14 17:37:27 UTC 2025","passed","Sun Dec 14 17:37:31 UTC 2025","","","",""
"","5","should have sort_price_high key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","9","should toggle todo completion","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","todo management","",""
"","17","should not add non-existent product","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","cart management","",""
"","6","should return 0 for empty cart total","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","cart management","",""
"","14","should remove item when quantity becomes 0","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","cart management","",""
"","6","should have translation for product: ワイヤレスイヤホン","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product names translation","",""
"","10","should return translation for current language","UIManager","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","translation helper","",""
"","13","should have same product names in both languages","i18n translation data","Sun Dec 14 17:36:25 UTC 2025","passed","Sun Dec 14 17:36:25 UTC 2025","","key consistency","",""
"","5","should have checkout_success key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","17","should filter products by search term","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product filtering","",""
"As a logged-in user
  I want to manage items in my shopping cart
  So that I can prepare for checkout","3335","Add a product to the cart","","Sun Dec 14 17:37:24 UTC 2025","passed","Sun Dec 14 17:37:27 UTC 2025","","","",""
"As a logged-in user
  I want to manage my todo items
  So that I can keep track of my shopping tasks and notes","3983","Delete a todo item","","Sun Dec 14 17:38:23 UTC 2025","passed","Sun Dec 14 17:38:27 UTC 2025","","","",""
"","8","should have footer_text key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","9","should have login_error key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","4","should have translation for product: スマートフォン","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product names translation","",""
"As a logged-in user
  I want to manage items in my shopping cart
  So that I can prepare for checkout","3651","Update item quantity in cart","","Sun Dec 14 17:37:31 UTC 2025","passed","Sun Dec 14 17:37:35 UTC 2025","","","",""
"","11","should return translation for Japanese","UIManager","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","translation helper","",""
"","5","should have sort_price_low key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","5","should have favorite_memo key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","5","should have home key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"As a user browsing the product catalog
  I want to search, filter, and sort products
  So that I can find items quickly and efficiently","2697","Sort products by price ascending","","Sun Dec 14 17:38:13 UTC 2025","passed","Sun Dec 14 17:38:16 UTC 2025","","","",""
"","3","should have appropriate English translations","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","translation quality","",""
"","14","should update cart quantity","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","cart management","",""
"","3","should have translation for product: キッチン用品セット","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product names translation","",""
"","5","should have shopping_cart key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","8","should have memo_placeholder key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","11","should have English translations for all Japanese product names","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product names translation","",""
"","5","should have translation for product: コーヒーメーカー","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product names translation","",""
"","6","should have logout_success key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","15","should load data from localStorage","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","constructor and initialization","",""
"","7","should translate category names in Japanese","UIManager","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","category name translation","",""
"","4","should have translation for product: プログラミング入門書","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product names translation","",""
"As a user
  I want to log into the ShopTodo application
  So that I can access the dashboard and manage my shopping and todos","4048","Successful login with valid credentials","","Sun Dec 14 17:37:55 UTC 2025","passed","Sun Dec 14 17:37:59 UTC 2025","","","",""
"","5","should have memo_added key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"As a user browsing the product catalog
  I want to search, filter, and sort products
  So that I can find items quickly and efficiently","3104","Search for a product by English name","","Sun Dec 14 17:38:07 UTC 2025","passed","Sun Dec 14 17:38:10 UTC 2025","","","",""
"","5","should have product_removed key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","4","should have translation for product: ジーンズ","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product names translation","",""
"","13","should return key if translation not found","UIManager","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","translation helper","",""
"","121","should initialize with default values","AppState","Sun Dec 14 17:36:25 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","constructor and initialization","",""
"","5","should have memo_empty key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","5","should have login_required key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"As a user
  I want to log into the ShopTodo application
  So that I can access the dashboard and manage my shopping and todos","4947","Successful logout","","Sun Dec 14 17:37:59 UTC 2025","passed","Sun Dec 14 17:38:04 UTC 2025","","","",""
"","3","should have consistent message types","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","message consistency","",""
"","5","should have all_categories key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","7","should have sort_name key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","10","should trim todo text","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","todo management","",""
"","14","should sort products by price (high to low)","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product filtering","",""
"","4","should have cart_empty key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","5","should have demo_info key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","7","should have checkout key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","5","should have clothing key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","5","should have translation for product: Tシャツ","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product names translation","",""
"","19","should return original name when translation not found","UIManager","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product name translation","",""
"","13","should have username key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","4","should have complete key in both languages","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","required keys existence","",""
"","5","should sort products by name","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product filtering","",""
"","16","should update document language attribute","UIManager","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","language switching","",""
"","4","should have login key in both languages","i18n translation data","Sun Dec 14 17:36:25 UTC 2025","passed","Sun Dec 14 17:36:25 UTC 2025","","required keys existence","",""
"","4","should save all data to storage","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","language management","",""
"","7","should filter products by category","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product filtering","",""
"","15","should login with correct credentials","AppState","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","authentication","",""
"As a multilingual user
  I want to switch between English and Japanese
  So that I can use the application in my preferred language","2633","Switch language to Japanese","","Sun Dec 14 17:37:50 UTC 2025","passed","Sun Dec 14 17:37:53 UTC 2025","","","",""
"","4","should have translation for product: JavaScript完全ガイド","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","product names translation","",""
"","54","should have both ja and en languages","i18n translation data","Sun Dec 14 17:36:25 UTC 2025","passed","Sun Dec 14 17:36:25 UTC 2025","","structure validation","",""
"","4","should have appropriate Japanese translations","i18n translation data","Sun Dec 14 17:36:26 UTC 2025","passed","Sun Dec 14 17:36:26 UTC 2025","","translation quality","",""
