"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"As a user browsing the product catalog
  I want to navigate products by category tabs
  So that I can easily find products in specific categories","3207","Click Electronics tab filters products","","Tue Jan 20 02:43:50 UTC 2026","passed","Tue Jan 20 02:43:54 UTC 2026","","","",""
"As a logged-in user
  I want to manage items in my shopping cart
  So that I can prepare for checkout","4011","Remove item from cart","","Tue Jan 20 02:43:37 UTC 2026","passed","Tue Jan 20 02:43:41 UTC 2026","","","",""
"","6","FIXED: escapeHTML properly escapes svg onload","WSTG-INPV-01: Stored XSS Testing","Tue Jan 20 02:42:19 UTC 2026","passed","Tue Jan 20 02:42:19 UTC 2026","","XSS Mitigation - escapeHTML Function","",""
"","9","Check for verbose console logging","WSTG-CONF-02: Error Handling Testing","Tue Jan 20 02:42:20 UTC 2026","passed","Tue Jan 20 02:42:20 UTC 2026","","Debug Mode Detection","",""
"","14","VULNERABLE: Todo input accepts and stores XSS payload: <svg onload=alert(1)>","WSTG-INPV-01: Stored XSS Testing","Tue Jan 20 02:42:19 UTC 2026","passed","Tue Jan 20 02:42:19 UTC 2026","","Todo/Memo Input - XSS Vectors","",""
"","23","URL parameters are not directly rendered without sanitization","WSTG-INPV-02: DOM-based XSS Testing","Tue Jan 20 02:42:20 UTC 2026","passed","Tue Jan 20 02:42:20 UTC 2026","","Location Sources Analysis","",""
"","22","should filter products by search term","AppState","Tue Jan 20 02:42:19 UTC 2026","passed","Tue Jan 20 02:42:19 UTC 2026","","product filtering","",""
"","5","should have appropriate English translations","i18n translation data","Tue Jan 20 02:42:20 UTC 2026","passed","Tue Jan 20 02:42:20 UTC 2026","","translation quality","",""
"","13","should reject login with incorrect password","AppState","Tue Jan 20 02:42:19 UTC 2026","passed","Tue Jan 20 02:42:19 UTC 2026","","authentication","",""
"","9","DOMPurify-like sanitization removes dangerous elements","WSTG-INPV-02: DOM-based XSS Testing","Tue Jan 20 02:42:20 UTC 2026","passed","Tue Jan 20 02:42:20 UTC 2026","","Remediation Patterns","",""
"","9","should filter by books category","Category Tab","Tue Jan 20 02:42:20 UTC 2026","passed","Tue Jan 20 02:42:20 UTC 2026","","category filtering","",""
"","3","should set category using setCategory method","Category Tab","Tue Jan 20 02:42:20 UTC 2026","passed","Tue Jan 20 02:42:20 UTC 2026","","currentCategory state","",""
