"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","should delete todo item","AppState","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","todo management","",""
"","9","should have add key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","5","should have demo_info key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","13","Document: Recommended error handling pattern","WSTG-CONF-02: Error Handling Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Exception Handling Patterns","",""
"","13","GOOD: eval is not used in application","WSTG-INPV-02: DOM-based XSS Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","eval Sink Analysis","",""
"","8","GOOD: document.write is not used in application","WSTG-INPV-02: DOM-based XSS Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","document.write Sink Analysis","",""
"","5","should trim todo text","AppState","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","todo management","",""
"","","VULNERABILITY: User preferences stored without protection","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 01:33:21 UTC 2025","skipped","","","Sensitive Data Exposure","",""
"","15","Event handler payload should not execute: <video><source onerror=""alert(1)"">","WSTG-INPV-02: DOM-based XSS Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Event Handler Injection","",""
"","16","VULNERABLE: User profile displayName accepts HTML","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","User Profile - XSS Vectors","",""
"","40","Empty cart can be verified","WSTG-BUSL-02: Checkout Bypass Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Empty Cart Checkout","",""
"","4","should have translation for product: Web開発の教科書","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","product names translation","",""
"As a user visiting the ShopTodo application
  I want to see recommended products from each category
  So that I can quickly discover popular items","816","Recommended products come from different categories","","Thu Dec 18 01:35:43 UTC 2025","passed","Thu Dec 18 01:35:44 UTC 2025","","","",""
"","7","should return key if translation not found","UIManager","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","translation helper","",""
"","8","URL parameters are not directly rendered without sanitization","WSTG-INPV-02: DOM-based XSS Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Location Sources Analysis","",""
"","13","FIXED: escapeHTML neutralizes XSS payload: <script>alert(1)</script>","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","13","should filter by books category","Category Tab","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","category filtering","",""
"","","VULNERABILITY: No session timeout implemented","WSTG-SESS-01: Session Management Testing","Thu Dec 18 01:33:21 UTC 2025","skipped","","","Session Timeout","",""
"","33","FIXED: index.html has clickjacking protection","WSTG-CLNT-02: Clickjacking Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Frame Protection Headers","",""
"","7","Document: HTTP headers for clickjacking protection","WSTG-CLNT-02: Clickjacking Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Server-Side Recommendations","",""
"","3","should have memo_added key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","4","should have appropriate English translations","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","translation quality","",""
"","23","Data persists across browser sessions","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Data Persistence Risks","",""
"","7","should have translation for product: ワイヤレスイヤホン","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","product names translation","",""
"","5","should set language and save to storage","AppState","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","language management","",""
"","","VULNERABILITY: Any JavaScript can modify localStorage","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 01:33:21 UTC 2025","skipped","","","Data Tampering Risks","",""
"","5","should filter by category and search term together","Category Tab","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","category with search combination","",""
"","16","Document: Recommended unhandledrejection handler","WSTG-CONF-02: Error Handling Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Global Error Handling","",""
"","12","Example: Detecting if page is framed","WSTG-CLNT-02: Clickjacking Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Remediation Patterns","",""
"","10","currentUser storage does not contain password","WSTG-ATHN-02: Password Storage Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Password in localStorage","",""
"","10","should reject login with incorrect username","AppState","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","authentication","",""
"","","VULNERABILITY: Session identifier does not change after login","WSTG-SESS-01: Session Management Testing","Thu Dec 18 01:33:21 UTC 2025","skipped","","","Session Fixation","",""
"","20","Safe alternative: textContent does not execute scripts","WSTG-INPV-02: DOM-based XSS Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","innerHTML Sink Analysis","",""
"","4","should have sort_price_high key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","12","should update cart quantity","AppState","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","cart management","",""
"","7","Document: Why SRI is important","WSTG-CONF-01: CDN Integrity Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","SRI Best Practices","",""
"","8","Search input value is used in filter without sanitization","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","Search Input - XSS Vectors","",""
"","3","should have logout key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","8","Example: Visual frame detection warning","WSTG-CLNT-02: Clickjacking Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Remediation Patterns","",""
"","","VULNERABLE: Order stores shipping info without sanitization","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 01:33:20 UTC 2025","skipped","","","Shipping Information - XSS Vectors","",""
"","4","should have translation for product: ノートパソコン","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","product names translation","",""
"","6","should toggle todo completion","AppState","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","todo management","",""
"As a user browsing the product catalog
  I want to navigate products by category tabs
  So that I can easily find products in specific categories","2618","All category tabs are displayed","","Thu Dec 18 01:34:49 UTC 2025","passed","Thu Dec 18 01:34:52 UTC 2025","","","",""
"","11","DOMPurify-like sanitization removes dangerous elements","WSTG-INPV-02: DOM-based XSS Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Remediation Patterns","",""
"","4","should have delete key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","8","should have add_to_cart key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","4","should sort filtered category by price high to low","Category Tab","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","category with sort combination","",""
"","5","should have product_names object in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","structure validation","",""
"","","VULNERABILITY: Negative quantity can be set","WSTG-BUSL-01: Cart Manipulation Testing","Thu Dec 18 01:33:21 UTC 2025","skipped","","","Quantity Manipulation","",""
"","4","should have incomplete key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","","VULNERABILITY: Weak password accepted","WSTG-ATHN-01: Authentication Credentials Testing","Thu Dec 18 01:33:22 UTC 2025","skipped","","","Password Complexity","",""
"","","VULNERABILITY: All data stored in localStorage persists indefinitely","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 01:33:21 UTC 2025","skipped","","","Data Persistence Risks","",""
"","4","should have product_image key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","5","should have sort_name key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","13","should remove existing message before showing new one","UIManager","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","message display","",""
"","14","Example: Secure session token generation","WSTG-SESS-01: Session Management Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Remediation Recommendations","",""
"As a user
  I want to log into the ShopTodo application
  So that I can access the dashboard and manage my shopping and todos","8622","Successful logout","","Thu Dec 18 01:35:25 UTC 2025","passed","Thu Dec 18 01:35:34 UTC 2025","","","",""
"","11","Example: JavaScript frame busting code","WSTG-CLNT-02: Clickjacking Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Remediation Patterns","",""
"","9","should switch language and update UI","UIManager","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","language switching","",""
"","","VULNERABILITY: No session token - uses localStorage JSON object only","WSTG-SESS-01: Session Management Testing","Thu Dec 18 01:33:21 UTC 2025","skipped","","","Session Token Analysis","",""
"","18","should have both ja and en languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","structure validation","",""
"","4","should have translation for product: JavaScript完全ガイド","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","product names translation","",""
"","7","FIXED: escapeHTML neutralizes XSS payload: <img src=x onerror=alert(1)>","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","8","Add to cart buttons could be clickjacked","WSTG-CLNT-02: Clickjacking Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Sensitive Actions Vulnerable to Clickjacking","",""
"","7","should have same product names in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","key consistency","",""
"","5","should have memo_placeholder key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","10","should update placeholder attributes","UIManager","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","language switching","",""
"","11","should have password key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","6","should have cart_empty key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"As a logged-in user
  I want to manage my todo items
  So that I can keep track of my shopping tasks and notes","4009","Add a new todo item","","Thu Dec 18 01:35:58 UTC 2025","passed","Thu Dec 18 01:36:02 UTC 2025","","","",""
"","9","Missing localStorage items are handled","WSTG-CONF-02: Error Handling Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","localStorage Error Handling","",""
"","5","should have correct total when summing all categories","Category Tab","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","category product counts","",""
"","6","Document: Try-catch wrapper pattern","WSTG-CONF-02: Error Handling Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Exception Handling Patterns","",""
"","3","should sort filtered category by name","Category Tab","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","category with sort combination","",""
"","17","Document: Recommended window.onerror handler","WSTG-CONF-02: Error Handling Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Global Error Handling","",""
"","7","FIXED: escapeHTML neutralizes XSS payload: <svg onload=alert(1)>","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","4","should have sort_price_low key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"","13","Example: Session with expiration","WSTG-SESS-01: Session Management Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Remediation Recommendations","",""
"","","VULNERABILITY: Order history with PII can be stored","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 01:33:21 UTC 2025","skipped","","","Sensitive Data Exposure","",""
"","13","localStorage changes affect all tabs","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","Cross-Tab Communication Risks","",""
"","30","should login with correct credentials","AppState","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","authentication","",""
"","4","should have translation for product: キッチン用品セット","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","product names translation","",""
"","6","should have login key in both languages","i18n translation data","Thu Dec 18 01:33:21 UTC 2025","passed","Thu Dec 18 01:33:21 UTC 2025","","required keys existence","",""
"As a user with accessibility needs
  I want the application to be accessible
  So that I can use it with assistive technologies","5072","Home page should have no critical accessibility violations","","Thu Dec 18 01:34:31 UTC 2025","failed","Thu Dec 18 01:34:36 UTC 2025","","","",""
"","2","GOOD: Same error for invalid username and invalid password","WSTG-ATHN-01: Authentication Credentials Testing","Thu Dec 18 01:33:22 UTC 2025","passed","Thu Dec 18 01:33:22 UTC 2025","","Account Enumeration","",""
"","5","FIXED: escapeHTML handles Japanese text","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","6","FIXED: escapeHTML handles null and undefined","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 01:33:20 UTC 2025","passed","Thu Dec 18 01:33:20 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
