"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","Example: Visual frame detection warning","WSTG-CLNT-02: Clickjacking Testing","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","Remediation Patterns","",""
"","21","localStorage changes affect all tabs","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","Cross-Tab Communication Risks","",""
"","","VULNERABILITY: Orders can be created with empty shipping info","WSTG-BUSL-02: Checkout Bypass Testing","Thu Dec 18 02:35:30 UTC 2025","skipped","","","Shipping Validation Bypass","",""
"","15","should switch language and update UI","UIManager","Thu Dec 18 02:35:29 UTC 2025","passed","Thu Dec 18 02:35:29 UTC 2025","","language switching","",""
"","22","Data persists across browser sessions","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","Data Persistence Risks","",""
"","13","should sort products by price (high to low)","AppState","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","product filtering","",""
"","6","Invalid JSON in localStorage handling","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","Data Tampering Risks","",""
"","6","should have checkout key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
"","4","should have login_success key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
"","4","should have product_removed key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
"","","VULNERABILITY: No session token randomness","WSTG-SESS-01: Session Management Testing","Thu Dec 18 02:35:30 UTC 2025","skipped","","","Session Token Analysis","",""
"","4","should have delete key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
"","","VULNERABILITY: All data stored in localStorage persists indefinitely","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 02:35:30 UTC 2025","skipped","","","Data Persistence Risks","",""
"As a user browsing the product catalog
  I want to search, filter, and sort products
  So that I can find items quickly and efficiently","2647","Sort products by price ascending","","Thu Dec 18 02:37:25 UTC 2025","passed","Thu Dec 18 02:37:28 UTC 2025","","","",""
"","2","should have appropriate English translations","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","translation quality","",""
"","4","should have all_categories key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
"","11","Example: Session-based storage pattern","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","Remediation Recommendations","",""
"","9","should have favorite_memo key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
"","4","should have translation for product: ノートパソコン","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","product names translation","",""
"","","VULNERABLE: Order stores shipping info without sanitization","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 02:35:29 UTC 2025","skipped","","","Shipping Information - XSS Vectors","",""
"As a logged-in user
  I want to manage items in my shopping cart
  So that I can prepare for checkout","3412","Remove item from cart","","Thu Dec 18 02:36:37 UTC 2025","passed","Thu Dec 18 02:36:40 UTC 2025","","","",""
"As a logged-in user
  I want to manage my todo items
  So that I can keep track of my shopping tasks and notes","3419","Add a new todo item","","Thu Dec 18 02:37:28 UTC 2025","passed","Thu Dec 18 02:37:31 UTC 2025","","","",""
"","5","should sort products by name","AppState","Thu Dec 18 02:35:29 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","product filtering","",""
"","","VULNERABILITY: No session timeout implemented","WSTG-SESS-01: Session Management Testing","Thu Dec 18 02:35:30 UTC 2025","skipped","","","Session Timeout","",""
"","7","should save order to localStorage","AppState","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","order management","",""
"","11","Example: Data integrity check pattern","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","Remediation Recommendations","",""
"","13","Document CDN stylesheets SRI status","WSTG-CONF-01: CDN Integrity Testing","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","External Stylesheet Integrity","",""
"","7","Search input value is used in filter without sanitization","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 02:35:29 UTC 2025","passed","Thu Dec 18 02:35:29 UTC 2025","","Search Input - XSS Vectors","",""
"","31","innerHTML with user-controlled data creates XSS risk","WSTG-INPV-02: DOM-based XSS Testing","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","innerHTML Sink Analysis","",""
"","3","should have add_to_cart key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
"As a user browsing the product catalog
  I want to search, filter, and sort products
  So that I can find items quickly and efficiently","3034","Search for a product by English name","","Thu Dec 18 02:37:19 UTC 2025","passed","Thu Dec 18 02:37:22 UTC 2025","","","",""
"","5","should filter products by category","AppState","Thu Dec 18 02:35:29 UTC 2025","passed","Thu Dec 18 02:35:29 UTC 2025","","product filtering","",""
"","14","FIXED: escapeHTML neutralizes XSS payload: <img src=x onerror=alert(1)>","WSTG-INPV-01: Stored XSS Testing","Thu Dec 18 02:35:29 UTC 2025","passed","Thu Dec 18 02:35:29 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","4","should have translation for product: スニーカー","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","product names translation","",""
"","7","should return translation for current language","UIManager","Thu Dec 18 02:35:29 UTC 2025","passed","Thu Dec 18 02:35:29 UTC 2025","","translation helper","",""
"","8","Order validation function should check all fields","WSTG-BUSL-02: Checkout Bypass Testing","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","Remediation Recommendations","",""
"","","VULNERABILITY: No session token - uses localStorage JSON object only","WSTG-SESS-01: Session Management Testing","Thu Dec 18 02:35:30 UTC 2025","skipped","","","Session Token Analysis","",""
"","4","should have title key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
"","4","should have same product names in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","key consistency","",""
"","30","Empty cart can be verified","WSTG-BUSL-02: Checkout Bypass Testing","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","Empty Cart Checkout","",""
"As a multilingual user
  I want to switch between English and Japanese
  So that I can use the application in my preferred language","2560","Switch language to English","","Thu Dec 18 02:37:02 UTC 2025","passed","Thu Dec 18 02:37:04 UTC 2025","","","",""
"","6","should have username key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
"","","VULNERABILITY: Orders can be created with empty cart via localStorage","WSTG-BUSL-02: Checkout Bypass Testing","Thu Dec 18 02:35:30 UTC 2025","skipped","","","Empty Cart Checkout","",""
"","4","should have sort_price_low key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
"","7","should not add empty todo","AppState","Thu Dec 18 02:35:29 UTC 2025","passed","Thu Dec 18 02:35:29 UTC 2025","","todo management","",""
"","10","should reject login with incorrect username","AppState","Thu Dec 18 02:35:29 UTC 2025","passed","Thu Dec 18 02:35:29 UTC 2025","","authentication","",""
"","5","should have search_placeholder key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
"","","VULNERABILITY: localStorage data is not encrypted","WSTG-CLNT-01: localStorage Security Testing","Thu Dec 18 02:35:30 UTC 2025","skipped","","","Data Tampering Risks","",""
"","22","FIXED: user-profile.html has clickjacking protection","WSTG-CLNT-02: Clickjacking Testing","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","Frame Protection Headers","",""
"As a multilingual user
  I want to switch between English and Japanese
  So that I can use the application in my preferred language","2575","Switch language to Japanese","","Thu Dec 18 02:36:59 UTC 2025","passed","Thu Dec 18 02:37:02 UTC 2025","","","",""
"","5","should have memo_placeholder key in both languages","i18n translation data","Thu Dec 18 02:35:30 UTC 2025","passed","Thu Dec 18 02:35:30 UTC 2025","","required keys existence","",""
