"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","should load orders from localStorage","AppState","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","order management","",""
"","5","VULNERABILITY: Extremely large quantity can be set","WSTG-BUSL-01: Cart Manipulation Testing","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","Quantity Manipulation","",""
"","5","should have shopping_cart key in both languages","i18n translation data","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","required keys existence","",""
"","5","Cart accessible without authentication","WSTG-BUSL-01: Cart Manipulation Testing","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","Authentication Bypass for Cart","",""
"","4","should have consistent message types","i18n translation data","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","message consistency","",""
"","4","should have add_to_cart key in both languages","i18n translation data","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","required keys existence","",""
"As a multilingual user
  I want to switch between English and Japanese
  So that I can use the application in my preferred language","2661","Switch language to English","","Mon Dec 15 16:03:01 UTC 2025","passed","Mon Dec 15 16:03:03 UTC 2025","","","",""
"","5","should have password key in both languages","i18n translation data","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","required keys existence","",""
"","16","FIXED: escapeHTML properly escapes script tags","WSTG-INPV-01: Stored XSS Testing","Mon Dec 15 16:01:30 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","XSS Mitigation - escapeHTML Function","",""
"","4","should have checkout_success key in both languages","i18n translation data","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","required keys existence","",""
"","7","should delete todo item","AppState","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","todo management","",""
"","9","should have same keys in both languages (excluding product_names)","i18n translation data","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","key consistency","",""
"","7","should remove existing message before showing new one","UIManager","Mon Dec 15 16:01:30 UTC 2025","passed","Mon Dec 15 16:01:30 UTC 2025","","message display","",""
"As a logged-in user
  I want to manage my todo items
  So that I can keep track of my shopping tasks and notes","3467","Add a new todo item","","Mon Dec 15 16:03:24 UTC 2025","passed","Mon Dec 15 16:03:28 UTC 2025","","","",""
"","4","should have logout key in both languages","i18n translation data","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","required keys existence","",""
"","6","Server-side validation pattern","WSTG-BUSL-01: Cart Manipulation Testing","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","Remediation Recommendations","",""
"","19","should filter products by search term","AppState","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","product filtering","",""
"","4","Example: Correct SRI implementation","WSTG-CONF-01: CDN Integrity Testing","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","SRI Best Practices","",""
"","7","Data persists across browser sessions","WSTG-CLNT-01: localStorage Security Testing","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","Data Persistence Risks","",""
"As a user browsing the product catalog
  I want to search, filter, and sort products
  So that I can find items quickly and efficiently","3143","Search for a product by Japanese name","","Mon Dec 15 16:03:12 UTC 2025","passed","Mon Dec 15 16:03:16 UTC 2025","","","",""
"","11","VULNERABILITY: No session timeout implemented","WSTG-SESS-01: Session Management Testing","Mon Dec 15 16:01:31 UTC 2025","passed","Mon Dec 15 16:01:31 UTC 2025","","Session Timeout","",""
"","18","should remove item when quantity becomes 0","AppState","Mon Dec 15 16:01:30 UTC 2025","passed","Mon Dec 15 16:01:30 UTC 2025","","cart management","",""
"As a logged-in user
  I want to manage items in my shopping cart
  So that I can prepare for checkout","3653","Update item quantity in cart","","Mon Dec 15 16:02:39 UTC 2025","passed","Mon Dec 15 16:02:43 UTC 2025","","","",""
