"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11","should return key if translation not found","UIManager","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","translation helper","",""
"","","VULNERABILITY: Non-existent product ID can be added","WSTG-BUSL-01: Cart Manipulation Testing","Sun Feb 22 03:02:08 UTC 2026","skipped","","","Product ID Manipulation","",""
"As a user
  I want to use the navigation bar
  So that I can easily navigate through the application","2113","Navigation bar shows all links when logged in","","Sun Feb 22 03:04:23 UTC 2026","passed","Sun Feb 22 03:04:25 UTC 2026","","","",""
"As a user of ShopTodo
  I want to browse products and complete purchases
  So that I can shop efficiently from discovery to checkout","9562","Complete purchase workflow from login to order history","","Sun Feb 22 03:04:25 UTC 2026","passed","Sun Feb 22 03:04:35 UTC 2026","","","",""
"","6","should have delete key in both languages","i18n translation data","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","required keys existence","",""
"","6","should filter by books category","Category Tab","Sun Feb 22 03:02:09 UTC 2026","passed","Sun Feb 22 03:02:09 UTC 2026","","category filtering","",""
"","10","should delete todo item","AppState","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","todo management","",""
"","4","should have all required sorting options","i18n translation data","Sun Feb 22 03:02:09 UTC 2026","passed","Sun Feb 22 03:02:09 UTC 2026","","category and sorting options","",""
"","","VULNERABILITY: Invalid email format accepted in orders","WSTG-BUSL-02: Checkout Bypass Testing","Sun Feb 22 03:02:08 UTC 2026","skipped","","","Shipping Validation Bypass","",""
"","4","should have electronics key in both languages","i18n translation data","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","required keys existence","",""
"","3","Invalid password is rejected","WSTG-ATHN-01: Authentication Credentials Testing","Sun Feb 22 03:02:09 UTC 2026","passed","Sun Feb 22 03:02:09 UTC 2026","","Credential Validation","",""
"","20","Invalid product ID does not throw errors","WSTG-CONF-02: Error Handling Testing","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","Invalid Input Handling","",""
"As a user browsing the product catalog
  I want to navigate products by category tabs
  So that I can easily find products in specific categories","3222","Click Electronics tab filters products","","Sun Feb 22 03:03:46 UTC 2026","passed","Sun Feb 22 03:03:49 UTC 2026","","","",""
"","25","GOOD: Logout clears currentUser","WSTG-SESS-01: Session Management Testing","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","Logout Functionality","",""
"","","VULNERABILITY: Cart prices can be tampered via localStorage","WSTG-BUSL-01: Cart Manipulation Testing","Sun Feb 22 03:02:08 UTC 2026","skipped","","","Price Tampering via localStorage","",""
"","11","should add product to cart","AppState","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","cart management","",""
"","8","Event handler payload should not execute: <img src=x onmouseover=""alert(1)"">","WSTG-INPV-02: DOM-based XSS Testing","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","Event Handler Injection","",""
"","6","localStorage changes affect all tabs","WSTG-CLNT-01: localStorage Security Testing","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","Cross-Tab Communication Risks","",""
"","4","should have translation for product: ジーンズ","i18n translation data","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","product names translation","",""
"As a logged-in user
  I want to manage my todo items
  So that I can keep track of my shopping tasks and notes","4043","Add a new todo item","","Sun Feb 22 03:04:49 UTC 2026","passed","Sun Feb 22 03:04:53 UTC 2026","","","",""
"","6","Server-side validation pattern","WSTG-BUSL-01: Cart Manipulation Testing","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","Remediation Recommendations","",""
"","6","Invalid login credentials do not expose internal errors","WSTG-CONF-02: Error Handling Testing","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","Invalid Input Handling","",""
"","4","should have consistent formatting","i18n translation data","Sun Feb 22 03:02:09 UTC 2026","passed","Sun Feb 22 03:02:09 UTC 2026","","translation quality","",""
"","21","FIXED: index.html has clickjacking protection","WSTG-CLNT-02: Clickjacking Testing","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","Frame Protection Headers","",""
"","8","should logout and clear in-memory data only","AppState","Sun Feb 22 03:02:08 UTC 2026","passed","Sun Feb 22 03:02:08 UTC 2026","","authentication","",""
